id,key,name,text,pages,Group,platform,load,translated_text
1457,sewer_network.message.failed_to_delete_sewer,en,Failed to delete sewer.,sewer_network,message,any,f,ढल मेटाउन असफल
1458,water_supply_network.message.water_supply_created_successfully,en,Water Supply created successfully.,water_supply_network,message,any,f,खानेपानी आपूर्ति सफलतापूर्वक सिर्जना गरियो
1459,water_supply_network.message.water_supply_network_updated_successfully,en,Water Supply Network updated successfully.,water_supply_network,message,any,f,खानेपानी सञ्जाल सफलतापूर्वक अध्याबधिक गरियो
1460,water_supply_network.message.failed_to_update_water_supplys,en,Failed to update water supplys,water_supply_network,message,any,f,खानेपानी अध्यावधिक गर्न असफल
1461,water_supply_network.message.cannot_delete_water_supply_network_that_is_associated_with_building_information,en,Cannot delete Water Supply Network that is associated with Building Information.,water_supply_network,message,any,f,भवन जानकारीसँग सम्बन्धित खानेपानी सञ्जाल मेटाउन सकिँदैन
1462,water_supply_network.message.water_supply_payments_not_imported_from_csv,en,Water Supply Payments Not Imported From CSV.,water_supply_network,message,any,f,खानेपानी भुक्तानी CSV बाट आयात गरिएको छैन
1463,general.validation.name_is_required,en,Name is required.,general,validation,any,f,नाम आवश्यक छ
1464,general.validation.value_is_required,en,Value is required.,general,validation,any,f,यो फिल्ड खाली राख्न मिल्दैन
1465,general.validation.the_email_has_already_been_taken,en,The Email has already been taken.,general,validation,any,f,इमेल पहिले नै प्रयोग भईसकेको छ
1466,dashboard.label.imis_dashboard,en,IMIS Dashboard,dashboard,label,any,f,नगरस्तरीय एकीकृत सूचना प्रणाली ड्यासबोर्ड
1467,kpi_target.label.target,en,Target (%),kpi_target,label,any,f,लक्ष्य (%)
1468,kpi_target.label.choose_an_indicator,en,Choose an Indicator,kpi_target,label,any,f,सूचक चयन गर्नुहोस्
1469,kpi_target.label.choose_a_year,en,Choose a Year,kpi_target,label,any,f,वर्ष चयन गर्नुहोस्
1470,low_income_community.message.cannot_delete_low_income_community_that_has_associated_buildings,en,Cannot delete Low Income Community that has associated Buildings.,low_income_community,message,any,f,भवनहरू संलग्न भएको न्यून आय समुदाय मेटाउन सकिँदैन
1471,low_income_community.message.low_income_community_added_successfully,en,Low Income Community added successfully.,low_income_community,message,any,f,न्यून आय समुदाय सफलतापूर्वक थपियो
1472,building.validation.road_code_required,en,Road Code required.,building,validation,any,f,सडक संकेत आवश्यक छ
1473,building.validation.ward_number_required,en,Ward Number required.,building,validation,any,f,वडा नम्बर आवश्यक छ
1474,building.validation.tax_code_holding_id_required,en,Tax Code/Holding ID required.,building,validation,any,f,कर संकेत / होल्डिङ संकेत नम्बर आवश्यक छ
1475,employee_information.heading.employee_information_details,en,Employee Information Details,employee_information,heading,any,f,कर्मचारीको जानकारी विवरण
1476,buiilding_survey.label.preview_building_footprint,en,Preview Building Footprint,building_survey,label,any,f,भवनको नक्शा पूर्वावलोकन
1477,employee_information.heading.edit_employee_information,en,Edit Employee Information,employee_information,heading,any,f,कर्मचारी जानकारी सम्पादन गर्नुहोस्
1478,general.validation.the_password_must_contain_at_least_one_uppercase_and_one_lowercase_letter,en,The Password must contain at least one uppercase and one lowercase letter.,general,validation,any,f,पासवर्डमा कम्तिमा एउटा ठूलो अक्षर र एउटा सानो अक्षर हुनुपर्छ
1479,desludging_vehicles.heading.desludging_vehicle_details,en,Desludging Vehicle Details,desludging_vehicles,heading,any,f,खाली गर्ने बाहनको विवरण
1480,treatment_plants.message.treatment_plants_and_user_created_successfully,en,Treatment plant and user created successfully,treatment_plants,message,any,f,प्रशोधन केंद्र र प्रयोगकर्ता सफलतापूर्वक सिर्जना गरियो
1481,treatment_plants.message.treatment_plants_created_successfully,en,Treatment plant created successfully,treatment_plants,message,any,f,प्रशोधन केंद्र सफलतापूर्वक सिर्जना गरियो
1482,treatment_plants.message.treatment_plants_updated_successfully,en,Treatment plant updated successfully.,treatment_plants,message,any,f,प्रशोधन केंद्र सफलतापूर्वक अध्याबधिक गरियो
1483,treatment_plants.message.failed_to_update_treatment_plants,en,Failed to update treatment plant,treatment_plants,message,any,f,प्रशोधन केंद्र अध्याबधिक गर्न असफल भयो
1484,solid_waste_iss.message.successfully_imported_swm_service_payments_from_csv,en,Successfully Imported SWM Service Payments From CSV.,solid_waste_iss,message,any,f,CSV बाट फोहोरमैला सेवा भुक्तानीहरू सफलतापूर्वक आयात गरियो
1485,water_supply_iss.message.successfully_imported_water_supply_payments_from_csv,en,Successfully Imported Water Supply Payments From CSV.,water_supply_iss,message,any,f,CSV बाट खानेपानी सेवा भुक्तानीहरू सफलतापूर्वक आयात गरियो
1486,property_tax_collection_iss.message.successfully_imported_building_tax_payments_from_csv,en,Successfully Imported Building Tax Payments From CSV.,property_tax_collection_iss,message,any,f,CSV बाट भवन कर भुक्तानीहरू सफलतापूर्वक आयात गरियो
1487,waterborne_hotspot.label.hotspot_viewer,en,Hotspot Viewer,waterborne_hotspot,label,any,f,उच्च जोखिम क्षेत्र हेर्नुहोस
1488,general.message.the_fatalities_must_be_less_than_the_corresponding_cases,en,The fatalities must be less than the corresponding cases.,general,message,any,f,मृतक संख्या सम्बन्धित संक्रमित संख्या भन्दा कम हुनुपर्छ
1489,waterborne_cases_information.heading.waterborne_cases_information_history,en,Waterbornet Cases Information History,waterborne_cases_information,heading,any,f,पानीजन्य रोग घटनाहरुको अभिलेख
1490,ptct_users_log.heading.pt_users_log_history,en,PT Users Log History,ptct_users_log,heading,any,f,सर्बजनिक शौचालय प्रयोगकर्ताको अभिलेख
1491,ptct_users_log.message.the_record_of_toilet,en,The record of toilet,ptct_users_log,message,any,f,शौचालयको बिबरण
1492,ptct_users_log.message.for_the_year,en,for the year,ptct_users_log,message,any,f,सो वर्षको
1493,ptct_users_log.message.already_exists,en,already exists!!,ptct_users_log,message,any,f,पहिले नै रहेको छ
1494,road_network.message.the_right_of_way_must_be_greater_than_or_equal_to_the_carrying_width,en,The right of way (m) must be greater than or equal to the carrying width.,road_network,message,any,f,अधिकार क्षेत्र (मी.) बहन चौडाइ भन्दा ठूलो वा बराबर हुनुपर्छ
1495,waterborne_hotspot.label.male_cases,en,Male Cases,waterborne_hotspot,label,any,f,पुरुष संक्रमितहरू
1496,waterborne_hotspot.label.female_cases,en,Female Cases,waterborne_hotspot,label,any,f,महिला संक्रमितहरू
1497,waterborne_hotspot.label.other_cases,en,Other Cases,waterborne_hotspot,label,any,f,अन्य संक्रमितहरू
1498,waterborne_hotspot.label.male_fatalities,en,Male Fatalities,waterborne_hotspot,label,any,f,पुरुष मृतकहरू
1499,waterborne_hotspot.label.other_fatalities,en,Other Fatalities,waterborne_hotspot,label,any,f,अन्य मृतकहरू
1500,public_community_toilets.label.containment_connected,en,Containment Connected,public_community_toilets,label,any,f,संकलन ट्याङ्की जडान गरिएको
1501,public_community_toilets.label.distance_from_nearest_road,en,Distance from Nearest Road (in m),public_community_toilets,label,any,f,नजिकको सडकदेखि दूरी (मी.)
1502,public_community_toilets.label.operator_and_maintained_by,en,Operator and Maintained By,public_community_toilets,label,any,f,सञ्चालन तथा मर्मत गर्ने निकाय
1503,water_supply_iss.label.customer_contact,en,Customer Contact,water_supply_iss,label,any,f,ग्राहकको सम्पर्क नम्बर
1504,water_supply_iss.label.due_years,en,Due Years,water_supply_iss,label,any,f,शुल्क तिर्नु पर्ने बाकी वर्षहरू
1505,kpi_dashboard.label.choose_a_service_provider,en,Choose a Service Provider,kpi_dashboard,label,any,f,सेवा प्रदायक छान्नुहोस्
1506,cwis_setting.label.last_updated,en,Last Updated,cwis_setting,label,any,f,अन्तिम पटक अध्याबधिक
1507,general.button.delete_mob,en,Delete,general,button,mobile,f,मेटाउनुहोस्
1508,landing.label.email_address,en,Email Address,landing,label,mobile,f,इमेल ठेगाना
1509,landing.validation.email_address_is_required,en,Email address is required,landing,validation,mobile,f,इमेल ठेगाना अनिवार्य छ
1510,emptying_operator.label.emergency_desluding_status,en,Emergency Desluding Status,emptying operator,label,mobile,f,आपतकालीन खाली गर्ने कार्य को अवस्था
1511,emptying.label.emptied_date,en,Emptied Date,emptying,label,mobile,f,खाली गरिएको मिति
1512,emptying_operator.label.emptying_service,en,Emptying Service,emptying operator,label,mobile,f,खाली गर्ने सेवा
1513,emptying_operator.label.end_time,en,End Time,emptying operator,label,mobile,f,समाप्ति समय
1514,general.message.error,en,Error,general,message,mobile,f,त्रुटि
1515,general.label.error_location_permission_denied,en,Error: Location Permission Denied,general,label,mobile,f,त्रुटि: स्थान अनुमति अस्वीकृत गरियो
1516,emptying_operator.label.female,en,Female,emptying operator,label,mobile,f,महिला
1517,emptying_operator.validation.file_size_should_not_exceed_5mb,en,File Size should not exceed 5MB,emptying operator,validation,mobile,f,फाइल साइज ५ MB भन्दा बढी हुनुहुँदैन
1518,general.label.home,en,Home,general,label,mobile,f,गृहपृष्ठ
1519,emptying_operator.label.house_number,en,House Number,emptying operator,label,mobile,f,घर नम्बर
1520,general.identifier.id,en,ID,general,identifier,mobile,f,परिचय नम्बर
1521,general.message.location_error,en,Location Error,general,message,mobile,f,स्थान सम्बन्धी त्रुटि
1522,landing_.button.log_in,en,Log In,landing,button,mobile,f,लग-इन गर्नुहोस्
1523,general.button.log_out,en,Log out,general,button,mobile,f,लग-आउट गर्नुहोस्
1524,emptying_operator.label.male,en,Male,emptying operator,label,mobile,f,पुरुष
1525,building_surveyor.label.marker,en,Marker,building surveyor,label,mobile,f,चिन्ह
1526,building_surveyor.button.next,en,Next,building surveyor,button,mobile,f,अगाडि
1527,building_surveyor.message.no_building_data_stored_in_this_device,en,No building data stored in this device,building surveyor,message,mobile,f,यस उपकरणमा कुनै पनि भवनको तथ्याड़क सङ्ग्रह गरिएको छैन
1528,emptying_operator.label.no_suitable_applications_available_for_this_service,en,No suitable applications available for this service.,emptying operator,label,mobile,f,यस सेवाका लागि उपयुक्त आवेदनहरू उपलब्ध छैनन्
1529,emptying_operator.label.no_of_trips,en,No. of trips,emptying operator,label,mobile,f,यात्राको संख्या
1530,general.message.ok,en,OK,general,message,mobile,f,ठीक छ
1531,emptying_operator.label.open_camera,en,Open Camera,emptying operator,label,mobile,f,क्यामेरा खोल्नुहोस्
1532,emptying_operator.label.others,en,Others,emptying operator,label,mobile,f,अन्य
1533,landing.label.password,en,Password,landing,label,mobile,f,पासवर्ड
1534,landing_.validation.password_is_required,en,Password is required,landing,validation,mobile,f,पासवर्ड अनिवार्य छ
1535,emptying_operator.message.please_allow_access_to_location_in_order_to_proceed,en,Please allow access to location in order to proceed.,emptying operator,message,mobile,f,कृपया अगाडि बढ्न स्थान पहुँच अनुमति दिनुहोस्
1536,emptying_operator.label.proposed_emptying_date,en,Proposed Emptying Date,emptying operator,label,mobile,f,प्रस्तावित खाली गर्ने मिति
1537,emptying_operator.label.reason_for_emptying_mob,en,Reason For Emptying,emptying operator,label,mobile,f,खाली गरिएको कारण
1538,emptying_operator.label.receipt_number,en,Receipt Number,emptying operator,label,mobile,f,रसिदको नम्बर
1539,landing_.label.remember_me,en,Remember me,landing,label,mobile,f,मलाई सम्झनुहोस्
1540,general.label.road,en,Road,general,label,mobile,f,सडक
1541,sewer_page.label.sewer_code,en,Sewer Code,sewer page,label,mobile,f,ढलको संकेत नम्बर
1542,emptying_operator.label.road_width_(m),en,Road width (m),emptying operator,label,mobile,f,सडकको चौडाइ (मी.)
1543,general.button.save_mob,en,Save,general,button,mobile,f,सेभ गर्नुहोस्
1544,building_surveyor.label.save_building_info,en,Save Building Info,building surveyor,label,mobile,f,भवन जानकारी सुरक्षित गर्नुहोस्
1545,sewer_page.label.save_sewer_info,en,Save Sewer Info,sewer page,label,mobile,f,ढलको जानकारी सुरक्षित गर्नुहोस्
1546,general.message.saved,en,Saved,general,message,mobile,f,सेभ गरिएको
1547,sewer_page.placeholder.search,en,Search,sewer page,placeholder,mobile,f,खोज्नुहोस्
1548,emptying_operator.label.select_a_desludging_vehicle_number_plate,en,Select A Desludging Vehicle Number Plate,emptying operator,label,mobile,f,दिशाजन्य लेदो संकलन गर्ने बाहनको नम्बर प्लेट छान्नुहोस्
1549,emptying_operator.label.select_a_disposal_place,en,Select A Disposal Place,emptying operator,label,mobile,f,निकास स्थल छान्नुहोस्
1550,emptying_operator.label.select_a_driver,en,Select A Driver,emptying operator,label,mobile,f,चालक छान्नुहोस्
1551,sewer_page.label.select_bin,en,Select BIN,sewer page,label,mobile,f,BIN छान्नुहोस्
1552,emptying_operator.label.select_emptier_1,en,Select Emptier 1,emptying operator,label,mobile,f,खाली गर्ने व्यक्ति १ छान्नुहोस्
1553,emptying_operator.label.select_emptier_2,en,Select Emptier 2,emptying operator,label,mobile,f,खाली गर्ने व्यक्ति २ छान्नुहोस्
1554,emptying_operator.message.error_saving_receipt_image,en,Error saving receipt image.,emptying operator,message,mobile,f,रसिदको फोटो सुरक्षित गर्न त्रुटि भयो
1555,emptying_operator.placeholder.select_service_receiver_gender,en,Select Service Receiver Gender,emptying operator,placeholder,mobile,f,सेवा प्राप्तकर्ताको लिङ्ग छान्नुहोस्
1556,sewer_page.label.select_sewer,en,Select sewer,sewer page,label,mobile,f,ढलप्रणाली छान्नुहोस्
1557,help_desks.label.service_provider_name,en,Service Provider Name,help_desks,label,mobile,f,सेवा प्रदायकको नाम
1558,emptying_operator.label.service_receiver_contact_number,en,Service Receiver Contact Number,emptying operator,label,mobile,f,सेवा प्राप्तकर्ताको सम्पर्क नम्बर
1559,emptying_operator.label.service_receiver_gender,en,Service Receiver Gender,emptying operator,label,mobile,f,सेवा प्राप्तकर्ताको लिङ्ग छान्नुहोस्
1560,emptying_operator.label.service_receiver_name,en,Service Receiver Name,emptying operator,label,mobile,f,सेवा प्राप्तकर्ताको नाम
1561,landing_.message.session_expired,en,Session expired,landing,message,mobile,f,सेसन समाप्त भयो
1562,landing_.message.session_expired_please_log_in_again,en,"Session expired, please log in again",landing,message,mobile,f,"सेसन समाप्त भयो, कृपया पुनः लग-इन गर्नुहोस्"
1563,general.label.sewer,en,Sewer,general,label,mobile,f,ढल
1564,sewer_page.label.sewer_data,en,Sewer Data,sewer page,label,mobile,f,ढल सम्बन्धी डेटा
1565,sewer_page.message.sewer_data_saved_to_local_storage,en,Sewer data saved to local storage,sewer page,message,mobile,f,ढलको तथ्यांक स्थानीय स्टोरेजमा सुरक्षीत गरियो
1566,sewer_page.validation.sewer_id_can_not_be_empty,en,Sewer Id can not be empty!,sewer page,validation,mobile,f,ढलको संकेत नम्बर खाली हुन सक्दैन!
1567,sewer_page.label.sewer_map,en,Sewer Map,sewer page,label,mobile,f,ढलप्रणालीको नक्शा
1568,sludge_collection.label.sludge_volume_m,en,Sludge Volume (m3),sludge_collection,label,mobile,f,स्लजको मात्रा (घ.मी.)
1569,emptying.validation.sludge_volume_is_required,en,Sludge Volume is required.,emptying,validation,mobile,f,स्लजको मात्रा अनिवार्य छ
1570,emptying.validation.sludge_volume_must_be_numeric,en,Sludge Volume must be numeric.,emptying,validation,any,f,स्लजको मात्रा संख्यात्मक हुनुपर्छ
1571,emptying_operator.label.start_time,en,Start Time,emptying operator,label,mobile,f,सुरु समय
1572,emptying_operator.button.submit,en,Submit,emptying operator,button,mobile,f,पेश गर्नुहोस्
1573,emptying_operator.message.success,en,Success,emptying operator,message,mobile,f,सफल भयो
1574,building_surveyor.label.tax_code,en,Tax Code,building surveyor,label,mobile,f,कर संकेत नम्बर
1575,building_surveyor.validation.tax_code_can_not_be_empty,en,Tax Code can not be empty!,building surveyor,validation,mobile,f,कर संकेत नम्बर खाली हुन सक्दैन!
1576,building_surveyor.label.temporary_building_code,en,Temporary Building Code,building surveyor,label,mobile,f,अस्थायी भवन संकेत नम्बर
1577,kpi_target.message.kpi_target_created_successfully,en,KPI Target created successfully.,kpi_target,message,any,f,KPI लक्ष्य सफलतापूर्वक सिर्जना गरियो
1578,kpi_target.message.kpi_target_updated_successfully,en,KPI Target updated successfully.,kpi_target,message,any,f,KPI लक्ष्य सफलतापूर्वक अध्याबधिक गरियो
1579,kpi_target.message.failed_to_update_kpi_target,en,Failed to update KPI Target,kpi_target,message,any,f,KPI लक्ष्य अध्याबधिक गर्न असफल भयो
1580,kpi_target.message.kpi_target_deleted_successfully,en,KPI Target deleted successfully.,kpi_target,message,any,f,KPI लक्ष्य सफलतापूर्वक हटाइयो
1581,kpi_target.message.failed_to_delete_kpi_target,en,Failed to delete kPI Target,kpi_target,message,any,f,KPI लक्ष्य हटाउन असफल भयो
1582,cwis.message.cwis_updated_successfully,en,CWIS updated successfully.,cwis,message,any,f,CWIS सफलतापूर्वक अध्याबधिक गरियो
1583,cwis.message.failed_to_update_data,en,Failed to update Data.,cwis,message,any,f,तथ्यांक अध्यावधिक गर्न असफल भयो
1584,dashboard.countbox.pit_holding_tank,en,Pit/ Holding Tank,dashboard,countbox,any,f,खाडल / होल्डिङ ट्याङ्की
1585,dashboard.countbox.onsite_treatment,en,"Onsite Treatment (Anaerobic Digestor/ Biogas, DEWATS, etc.)",dashboard,countbox,any,f,"स्थलगत प्रशोधन (एनारोबिक डाइजेस्टर / बायोग्यास, DEWATS आदि)"
1586,dashboard.countbox.composting_toilets,en,"Composting Toilets (Ecosan, UDDT, etc.)",dashboard,countbox,any,f,"कम्पोस्टिङ शौचालय (इकोसान, UDDT आदि)"
1587,dashboard.countbox.others,en,Others,dashboard,countbox,any,f,अन्य
1588,dashboard.countbox.utilities_card_title,en,Utilities Card Title,dashboard,countbox,any,f,उपयोगिताका शीर्षक
1589,dashboard.countbox.volume_of_sludge_emptied,en,Volume of Sludge Emptied (mÂ³),dashboard,countbox,any,f,खाली गरिएको स्लजको मात्रा (घ.मी.)
1590,dashboard.countbox.pt_ct,en,PT/CT,dashboard,countbox,any,f,सार्वजनिक / सामुदायिक शौचालय
1591,dashboard.countbox.total_public_toilets,en,Total Public Toilets,dashboard,countbox,any,f,सार्वजनिक शौचालयहरू
1592,dashboard.countbox.total_public_toilet_users,en,Total Public Toilet Users,dashboard,countbox,any,f,सार्वजनिक शौचालय प्रयोगकर्ताहरूको संख्या
1593,dashboard.countbox.total_community_toilet_users,en,Total Community Toilet Users,dashboard,countbox,any,f,सामुदायिक शौचालय प्रयोगकर्ताहरूको संख्या
1594,dashboard.countbox.public_health,en,Public Health,dashboard,countbox,any,f,सार्वजनिक स्वास्थ्य
1595,dashboard.countbox.total_hotspots,en,Total Hotspots,dashboard,countbox,any,f,उच्च जोखिम क्षेत्रहरू
1596,dashboard.countbox.total_waterborne_cases,en,Total Waterborne Cases,dashboard,countbox,any,f,पानीजन्य रोगका घटनाहरू
1597,fsm_dashboard.count_box.volume_of_sludge_emptied,en,Volume of sludge emptied,fsm_dashboard,count_box,any,f,खाली गरिएको स्लजको मात्रा (घ.मी.)
1598,fsm_dashboard.count_box.volume_of_sludge_disposed_on_fstp,en,Volume of sludge disposed on FSTP,fsm_dashboard,count_box,any,f,स्लज प्रशोधन केंद्रमा व्यवस्थापन गरिएको स्लजको मात्रा
1599,building.label.containment_type,en,Containment Type,building,label,any,f,संकलन ट्याङ्की प्रकार
1600,building.message.building_created_successfully,en,Building created successfully,building,message,any,f,भवन सफलतापूर्वक सिर्जना गरियो
1601,containment.message.containment_created_successfully,en,Containment created successfully,containments,message,any,f,संकलन ट्याङ्की सफलतापूर्वक सिर्जना गरियो
1602,building.message.building_information_updated_successfully,en,Building Information updated successfully,building,message,any,f,भवन सम्बन्धी जानकारी सफलतापूर्वक अध्याबधिक गरियो
1603,building.message.sanitation_system_does_not_match_with_existing_containment_data_please_update_containment_information_and_try_again,en,"Sanitation System does not match with existing containment data, please update containment information and try again",building,message,any,f,"सरसफाइ प्रणालीमा भएको संकलन ट्याङ्की तथ्याड़क मेल खाँदैन, कृपया संकलन ट्याङ्की जानकारी अध्यावधिक गरेर पुन: प्रयास गर्नुहोस्"
1604,building.message.containment_connection_and_containment_deleted_successfully,en,Containment Connection and Containment Deleted Successfully.,building,message,any,f,संकलन ट्याङ्की र सो को जडानको जानकारी सफलतापूर्वक हटाइयो
1605,building_survey.message.please_select_date_from,en,Please Select Date From,building_survey,message,any,f,कृपया मिति चयन गर्नुहोस्
1606,containments.label.containment_volume_from,en,Containment Volume From (mÂ³),containments,label,any,f,संकलन ट्याङ्की क्षमता देखि (घ.मी.)
1607,containments.label.containment_volume_to,en,Containment Volume To (mÂ³),containments,label,any,f,संकलन ट्याङ्कीको क्षमता सम्म (घ.मी.)
1608,containments.message.containment_updated_successfully,en,Containment updated successfully,containments,message,any,f,संकलन ट्याङ्की सफलतापूर्वक अध्याबधिक गरियो
1609,containment.message.delete_connection_of_containment_from_building,en,Delete Connection of Containment from Building,containments,message,any,f,भवनबाट संकलन ट्याङ्कीको जडान हटाउनुहोस्
1610,treatment_plants.label.capacity_per_day,en,Capacity Per Day (mÂ³),treatment_plants,label,any,f,प्रति दिनको क्षमता (घ.मी.)
1611,treatment_plants.name.treatment_plants_details,en,Treatment Plant Details,treatment_plants,name,any,f,प्रशोधन केंद्रको विवरण
1612,treatment_plants.name.treatment_plants_history,en,Treatment Plant History,treatment_plants,name,any,f,प्रशोधन केंद्रको अभिलेख
1613,treatment_plants.validation.the_capacity_per_day_m_required,en,The Capacity Per Day (mÂ³) is required.,treatment_plants,validation,any,f,प्रति दिन क्षमता (घ.मी.) आवश्यक छ
1614,treatment_plants.validation.the_capacity_per_day_must_be_numeric,en,The Capacity Per Day must be numeric.,treatment_plants,validation,any,f,प्रति दिन क्षमता अंकमा हुनुपर्छ
1615,treatment_plants.validation.the_caretaker_number_must_be_at_least_1,en,The caretaker number must be at least 1.,treatment_plants,validation,any,f,हेरालूको संख्या कम्तिमा १ हुनुपर्छ
1616,performance_efficiency_standards.message.performance_efficiency_standards_updated_successfully,en,Performance Efficiency Standards updated successfully,performance_efficiency_standard,message,any,f,कार्यदक्षता मापदण्डहरू सफलतापूर्वक अध्याबधिक गरियो
1617,desludging_vehicles.label.capacity_m,en,Capacity (mÂ³),desludging_vehicles,label,any,f,क्षमता (घ.मी.)
1618,desludging_vehicles.validation.the_capacity_is_required,en,The Capacity (mÂ³) is required,desludging_vehicles,validation,any,f,क्षमता (घ.मी.) आवश्यक छ
1619,employee_information.validation.the_license_plate_number_has_already_been_taken,en,The license plate number has already been taken,employee_information,validation,any,f,लाइसेन्स प्लेट नम्बर पहिले नै लिइएको छ
1620,sludge_collection.validation.sludge_collection_deleted_successfully,en,Sludge Collection deleted successfully,sludge_collection,validation,any,f,स्लज संकलन सफलतापूर्वक मेटाइयो
1621,general.validation.the_password_must_be_at_least_8_characters,en,The Password must be at least 8 characters.,general,validation,any,f,पासवर्ड मा कम्तिमा ८ अक्षर हुनुपर्छ
1622,general.validation.the_password_must_contain_at_least_one_symbol,en,The Password must contain at least one symbol.,general,validation,any,f,पासवर्ड मा कम्तिमा १ विशेष चिन्ह हुनुपर्छ
1623,general.validation.the_password_must_contain_at_least_one_number,en,The Password must contain at least one number.,general,validation,any,f,पासवर्ड मा कम्तिमा १ अंक हुनुपर्छ
1624,general.validation.confirm_password_must_match_the_password,en,Confirm password must match the password.,general,validation,any,f,"पुन: राखिएको पासवर्ड, पहिलो पासवर्डसंग मिल्नुपर्छ"
1625,application.button.edit_emptying_service_details,en,Edit Emptying Service Details,application,button,any,f,खाली गर्ने सेवा को बिबरण परिमार्जन गर्नुहोस
1626,application.button.view_sludge_collection_details,en,View Sludge Collection Details,application,button,any,f,स्लज संकलन को बिबरण हेर्नुहोस
1627,application.label.total_sludge_volume,en,Total Sludge Volume (mÂ³),application,label,any,f,कुल स्लज को मात्रा (घ.मी.)
1628,application.label.sludge_collected,en,Sludge Collected (mÂ³),application,label,any,f,संकलन गरिएको स्लज को मात्रा (घ.मी.)
1629,feedbacks.label.feedback_details,en,Feedback Details,feedbacks,label,any,f,प्रतिक्रिया को बिबरण
1630,emptying.validation.the_sludge_volume_should_not_be_greater_than_selected_containment_size,en,"The Sludge Volume (mÂ³) should not be greater than the selected containment size, which is",emptying,validation,any,f,स्लज को मात्रा (घ.मी.) छानिएको संकलन प्रबिधिको क्षमताभन्दा बढ़ी हुनु हुदैन -
1631,performance_efficiency_standard.message.performance_efficiency_standards_updated_successfully,en,Performance Efficiency Standards updated successfully.,performance_efficiency_standard,message,any,f,कार्य सम्पादनका मानकहरु सफलतापुर्बक अध्याबधिक गरियो
1632,performance_efficiency_standard.label.last_updated,en,Last Updated,performance_efficiency_standard,label,any,f,अन्तिम पटकको अध्याबधिक
1633,kpi_target.heading.kpi_target_history,en,KPI Target History,kpi_target,heading,any,f,KPI लक्ष्य को पुरानो अभिलेख
1634,kpi_dashboard.label.all_years,en,All Years,kpi_dashboard,label,any,f,सबै बर्षहरु
1635,general.validation.the_csv_file_is_required,en,The csv file is required.,general,validation,any,f,CSV फाइल को आवस्यकता
1636,building_surveyor.validation.temporary_building_code_can_not_be_empty,en,Temporary building code can not be empty!,building surveyor,validation,mobile,f,अस्थायी भवन संकेत खाली हुनु हुदैन
1637,emptying.validation.the_application_for_this_id_doesn't_exist,en,The application for this ID doesn't exist.,emptying,validation,mobile,f,यो संकेत नम्बरसंग कुनै आवेदन छैन
1638,emptying_.validation.the_application_id_is_required,en,The application id is required.,emptying,validation,mobile,f,आवेदन संकेत नम्बर को आवस्यकता
1639,emptying.validation.the_desludging_vehicle_number_plate_is_required,en,The Desludging Vehicle Number Plate is required.,emptying,validation,mobile,f,खाली गर्ने बाहनको नम्बर प्लेट आवश्यक छ
1640,emptying.validation.the_disposal_place_is_required,en,The Disposal Place is required.,emptying,validation,mobile,f,बिसर्जन गर्ने स्थल आवश्यक छ
1641,emptying.validation.the_driver_name_is_required,en,The Driver Name is required.,emptying,validation,mobile,f,सवारी चालकको नाम आवश्यक छ
1642,emptying.validation.the_emptier1_name_is_required,en,The emptier1 name is required.,emptying,validation,mobile,f,खाली गर्ने ब्यक्ति को नाम आवश्यक छ
1643,emptying.validation.the_end_time_is_required,en,The End Time is required.,emptying,validation,mobile,f,अन्त्य समय आवश्यक छ
1644,emptying.validation.the_end_time_must_be_after_start_time,en,The end time must be after start time.,emptying,validation,any,f,अन्त्य समय सुरु समय भन्दा पछि हुनुपर्छ
1645,emptying.validation.the_house_image_must_be_an_image_file,en,The House Image must be an image file.,emptying,validation,mobile,f,घरको तस्बीर फाइलको प्रकार फोटो हुनुपर्छ
1646,emptying.validation.the_house_image_type_is_not_supported,en,The house image type is not supported.,emptying,validation,mobile,f,भवन को फोटो को प्रकार मिलेन
1647,emptying_operator.message.the_no_of_trips_must_be_greater_than_0,en,The no of trips must be greater than 0.,emptying operator,message,mobile,f,कुल यात्रा को संख्या शून्य भन्दा बढ़ी हुनुपर्छ
1648,emptying.validation.the_number_of_trips_is_required,en,The number of trips is required.,emptying,validation,mobile,f,खाली गर्ने यात्राको संख्या आवश्यक छ
1649,emptying.validation.the_number_of_trips_must_be_numeric,en,The number of trips must be numeric.,emptying,validation,any,f,खाली गर्ने यात्राको संख्या अंकमा हुनुपर्छ
1650,emptying.validation.the_reason_for_emptying_is_required,en,The reason for emptying is required.,emptying,validation,mobile,f,खाली गर्नु को कारण आवश्यक छ
1651,emptying.validation.the_receipt_image_is_required,en,The Receipt Image is required.,emptying,validation,mobile,f,रसीदको फोटो आवश्यक छ
1652,emptying.validation.the_receipt_image_must_be_an_image_file,en,The Receipt Image must be an image file.,emptying,validation,mobile,f,रसीदको फोटो फाइल
1653,emptying.validation.the_receipt_image_type_is_not_supported,en,The receipt image type is not supported.,emptying,validation,mobile,f,रसीदको फोटो को प्रकार मिलेन
1654,emptying.validation.the_receipt_number_is_required,en,The Receipt Number is required.,emptying,validation,mobile,f,रसीदको नम्बर आवश्यक छ
